Case,Sample_ID,Sample_Code,Site_ID,Batch,Sample_type,Site.name,Pond,Pond_L,Site_type,Time_point,Month,Date,Time,Temp.C,pH,ORP_mV,EC.uS.cm,DO,Ca,K,Mg,Na,Cl,NO3,SO4,6_Li,7_Li,7_Li_He,9_Be,11_B,27_Al,45_Sc,47_Ti_,51_V_He,52_Cr_He,55_Mn,56_Fe_He,59_Co,60_Ni,63_Cu,68_Zn,65_Ga,74_Ge,75_As_He,78_Se,85_Rb,88_Sr,89_Y,90_Zr,93_Nb,97_Mo,98_Mo,111_Cd,114_Cd,115_In,123_Sb,125_Te,133_Cs,135_Ba,139_La,140_Ce,141_Pr,146_Nd,147_Sm,153_Eu,157_Gd,159_Tb,163_Dy,165_Ho,166_Er,169_Tm,172_Yb,175_Lu,181_Ta,182_W,200_Hg,201_Hg,202_Hg,205_Tl,206_Pb,207_Pb,209_Bi,232_Th,238_U
1,SGG1,1,1,1,Sample,Ynysarwed,6,six,FeOB-rich,1,April,42472,0.440972222,13.2,6.12,,1558,35.3,3.58051799,0.457820417,2.149763423,2.93608853,0.345530806,0.034997212,8.280972189,0.016714734,0.013177041,0.012416797,4.36E-05,0.004194776,0.003020055,2.53E-05,1.00E-05,0,0,0.029238485,1.401179166,0.000177447,0.000604437,0,0.000275458,3.27E-06,0,0.000546659,7.27E-06,9.90E-05,0.012670849,1.80E-05,0,3.68E-06,1.06E-05,1.06E-05,1.41E-07,0,0,1.03E-07,6.89E-07,1.20E-06,7.76E-05,7.36E-07,2.01E-06,3.11E-07,1.59E-06,3.90E-07,1.48E-07,9.04E-07,1.73E-07,9.96E-07,2.40E-07,6.60E-07,8.99E-08,4.19E-07,8.12E-08,9.68E-08,3.78E-07,1.11E-06,1.05E-06,1.05E-06,6.09E-08,0,0,0,8.22E-07,4.66E-07
2,SGG2,2,1,1,Sample,Ynysarwed,6,six,FeOB-rich,2,April,42472,0.454861111,13,6.19,,1568,35.6,3.106442437,0.465493385,2.131248714,2.82734451,0.34383841,0.032900604,8.442323627,0.015810922,0.012603752,0.012999196,4.82E-05,0.00396704,0.004314104,2.35E-05,6.55E-06,0,0,0.029498823,1.400485219,0.000177345,0.000606052,0,0.000239418,3.13E-06,0,0.000563764,8.01E-06,9.91E-05,0.013137133,2.36E-05,0,1.98E-06,1.05E-05,1.06E-05,5.21E-08,0,0,1.09E-07,4.01E-07,1.12E-06,7.83E-05,9.21E-07,2.91E-06,4.91E-07,2.41E-06,6.70E-07,2.44E-07,1.49E-06,2.74E-07,1.63E-06,3.53E-07,1.00E-06,1.35E-07,7.02E-07,1.14E-07,0,0,6.08E-07,5.22E-07,5.41E-07,0,0,0,0,0,4.80E-07
3,SGG3,3,1,1,Sample,Ynysarwed,6,six,FeOB-rich,3,April,42472,0.46875,13,6.14,,1573,35,3.056539747,0.452705105,2.114791195,2.762098098,0.344402542,0.034190824,8.541216444,0.01553484,0.012437922,0.012079829,4.60E-05,0.004017986,0.004750345,2.27E-05,8.84E-06,0,0,0.028818167,1.39253064,0.000174003,0.000597413,0,0.000234597,3.15E-06,0,0.000564985,7.28E-06,0.000100312,0.013136074,2.31E-05,0,1.29E-06,1.08E-05,1.18E-05,1.79E-08,0,0,1.58E-07,5.31E-07,1.12E-06,7.95E-05,9.15E-07,2.96E-06,4.74E-07,2.42E-06,5.99E-07,2.20E-07,1.55E-06,2.53E-07,1.56E-06,3.43E-07,1.01E-06,1.19E-07,6.46E-07,1.04E-07,0,0,4.02E-07,3.75E-07,3.91E-07,0,0,0,0,0,4.80E-07
4,SGG4,4,2,1,Sample,Glyncastle,8,eight,FeOB-rich,1,April,42472,0.496527778,12.4,5.81,,1270,15,2.619891212,0.378533082,1.826784612,2.018289004,0.276988777,0.032578049,6.631023614,0.0121151,0.009741406,0.00989072,9.63E-06,0.004097602,0,1.13E-05,0,0,0,0.029709261,0.282508791,0.000467867,0.000791964,0,0.000432443,4.94E-06,0,2.24E-05,4.85E-06,9.77E-05,0.016043276,3.67E-06,0,8.13E-07,4.60E-07,0,1.63E-07,0,0,4.98E-07,6.06E-07,7.41E-07,0.000122006,3.06E-07,4.45E-07,4.82E-08,2.70E-07,5.50E-09,4.44E-08,1.07E-07,1.73E-08,1.23E-07,2.98E-08,6.97E-08,7.14E-09,5.38E-08,7.81E-09,0,0,2.51E-07,2.46E-07,2.42E-07,1.64E-07,0,0,0,0,2.92E-07
5,SGG5,5,2,1,Sample,Glyncastle,8,eight,FeOB-rich,2,April,42472,0.509027778,12.4,5.78,,1276,14.2,2.619891212,0.383648394,1.894671878,2.040037808,0.278399106,0.02741717,6.604999188,0.012060107,0.009631439,0.009846169,9.76E-06,0.004165522,8.82E-05,1.16E-05,6.14E-07,0,0,0.030719666,0.279755563,0.000471785,0.000814287,0,0.000266202,5.13E-06,0,2.22E-05,5.97E-06,9.96E-05,0.016562184,3.59E-06,0,6.57E-07,3.76E-07,1.07E-06,1.67E-07,4.03E-08,0,4.96E-08,5.53E-07,7.88E-07,0.000125618,3.26E-07,4.78E-07,4.30E-08,1.88E-07,2.28E-08,4.58E-08,1.07E-07,1.69E-08,1.17E-07,2.81E-08,7.08E-08,7.59E-09,5.70E-08,1.20E-08,0,0,2.44E-07,2.27E-07,2.31E-07,1.52E-07,0,0,0,0,3.11E-07
6,SGG6,6,2,1,Sample,Glyncastle,8,eight,FeOB-rich,3,April,42472,0.521527778,12.4,5.81,,1274,14.3,2.50761016,0.393879018,1.86381403,2.061786612,0.262885478,0.027578448,6.693482235,0.011361485,0.009546332,0.009678805,9.37E-06,0.003987612,0.000117968,1.04E-05,5.95E-07,0,0,0.029226526,0.279736648,0.000464359,0.000783094,0,0.000255512,4.77E-06,0,2.15E-05,5.93E-06,9.74E-05,0.016284949,3.57E-06,0,5.80E-07,3.66E-07,0,2.34E-07,3.94E-08,0,5.37E-08,5.34E-07,7.26E-07,0.000121124,3.39E-07,4.25E-07,5.17E-08,1.80E-07,1.55E-08,3.83E-08,1.03E-07,1.78E-08,1.37E-07,2.68E-08,7.09E-08,9.04E-09,5.17E-08,8.05E-09,0,0,2.38E-07,1.97E-07,2.12E-07,1.45E-07,0,0,0,0,2.84E-07
7,SGG7,7,3,1,Sample,Morlais,3,three,FeOB-rich,1,April,42472,0.586805556,13.8,6.32,,827.4,28,1.696691452,0.631741022,1.141740383,3.819089969,0.403072262,0.022417569,3.054226575,0.008069015,0.006613888,0.006799295,1.75E-06,0.002209548,0,7.68E-06,0,0,0,0.010349118,0.252901818,1.77E-05,2.57E-05,0,0,1.06E-05,0,1.12E-05,1.04E-05,0.000114758,0.006918907,6.45E-07,0,2.56E-07,1.19E-06,5.86E-07,0,0,0,2.92E-08,3.77E-07,1.11E-06,0.000245734,1.12E-07,1.93E-07,2.63E-08,8.73E-08,0,6.50E-08,3.29E-08,4.23E-09,3.09E-08,6.86E-09,1.79E-08,3.31E-09,2.12E-08,3.18E-09,0,0,1.76E-07,1.65E-07,1.57E-07,0,0,0,0,0,1.23E-06
8,SGG8,8,3,1,Sample,Morlais,3,three,FeOB-rich,2,April,42472,0.597222222,13.8,6.67,,828,12,1.671740107,0.688009453,1.139683193,3.849538295,0.415201099,0.022901401,3.601780487,0.00792766,0.006570791,0.006266231,1.68E-06,0.002215384,0,7.97E-06,0,0,0,0.01038297,0.253719262,1.78E-05,2.49E-05,0,0,1.07E-05,0,1.21E-05,9.96E-06,0.000113535,0.006854494,6.25E-07,0,1.95E-07,1.25E-06,1.29E-06,0,0,0,2.78E-08,1.19E-07,1.14E-06,0.000244463,1.05E-07,2.14E-07,2.12E-08,8.71E-08,0,6.67E-08,4.41E-08,6.62E-09,2.88E-08,7.44E-09,1.63E-08,8.83E-10,1.43E-08,3.48E-09,0,0,1.91E-07,1.82E-07,1.60E-07,0,0,0,0,0,1.21E-06
9,SGG9,9,3,1,Sample,Morlais,3,three,FeOB-rich,3,April,42472,0.607638889,14,6.96,,829.3,16.7,1.684215779,0.634298678,1.141740383,3.758193318,0.422252748,0.022256291,3.119808127,0.008086663,0.006685518,0.006176165,1.68E-06,0.002239705,0,8.29E-06,0,0,0,0.010519207,0.255256494,1.81E-05,2.78E-05,0,0,1.12E-05,0,1.23E-05,1.16E-05,0.000115418,0.006977956,6.70E-07,0,7.77E-08,1.20E-06,1.73E-06,0,0,0,1.65E-08,2.72E-07,1.56E-06,0.000251765,1.38E-07,2.55E-07,2.81E-08,1.29E-07,3.18E-09,6.26E-08,5.32E-08,7.08E-09,3.06E-08,7.27E-09,1.85E-08,2.84E-09,1.98E-08,2.92E-09,0,0,1.57E-07,1.61E-07,1.26E-07,0,0,0,5.26E-09,0,1.20E-06
10,SGG10,10,4,1,Sample,Lindsay,2,two,FeOB-rich,1,April,42472,0.642361111,15.1,6.75,,1200,0.8,1.372323968,1.388807186,1.501748611,4.184469875,0.457793059,0.022578846,1.871676681,0.005616582,0.00471199,0.004387579,4.16E-06,0.002326385,0,1.19E-05,7.35E-07,0,0,0.010729906,0.308231275,6.23E-06,1.14E-05,0,0,1.74E-05,6.89E-08,5.12E-05,1.16E-05,0.000288459,0.004210824,8.47E-07,0,0,6.14E-06,4.78E-06,0,0,0,2.39E-08,1.79E-07,3.97E-06,0.000363043,8.40E-08,1.54E-07,1.89E-08,8.74E-08,4.22E-09,9.01E-08,6.33E-08,8.51E-09,4.16E-08,1.14E-08,4.13E-08,4.60E-09,2.81E-08,4.86E-09,0,0,5.89E-08,3.98E-08,4.08E-08,0,0,0,0,0,1.11E-06
11,SGG11,11,4,1,Sample,Lindsay,2,two,FeOB-rich,2,April,42472,0.652777778,15,6.89,,1205,0,1.372323968,1.283943292,1.52232051,4.084425377,0.449895212,0.024030343,1.847734209,0.005148783,0.004194569,0.003925994,3.77E-06,0.002156449,0,1.13E-05,3.17E-06,0,0,0.010057805,0.283466322,6.82E-06,1.18E-05,0,0,1.59E-05,0,4.73E-05,1.19E-05,0.000269596,0.003915125,8.64E-07,0,0,5.91E-06,5.54E-06,0,0,0,6.41E-08,1.60E-07,3.71E-06,0.000331804,9.05E-08,1.56E-07,2.48E-08,9.96E-08,0,9.49E-08,5.03E-08,8.83E-09,5.95E-08,9.31E-09,4.43E-08,2.86E-09,3.58E-08,5.30E-09,0,0,6.11E-08,5.92E-08,5.88E-08,0,0,0,0,0,1.01E-06
12,SGG12,12,4,1,Sample,Lindsay,2,two,FeOB-rich,3,April,42472,0.666666667,15,6.9,,949.3,0,1.384799641,1.368345938,1.534663649,4.619445954,0.450177278,0.022256291,1.855021049,0.005774665,0.004828723,0.004041926,4.50E-06,0.002419567,0,1.29E-05,1.47E-06,0,0,0.011243239,0.307823602,6.70E-06,1.30E-05,0,0,1.87E-05,1.74E-07,5.36E-05,1.49E-05,0.000295108,0.004362164,9.35E-07,0,0,6.40E-06,6.50E-06,0,0,0,1.16E-08,2.10E-07,4.18E-06,0.000369366,9.24E-08,1.63E-07,2.32E-08,9.83E-08,2.12E-09,9.67E-08,6.87E-08,1.04E-08,4.46E-08,1.29E-08,3.45E-08,4.75E-09,2.87E-08,5.80E-09,0,0,2.08E-08,2.37E-08,9.67E-09,0,0,0,0,0,1.11E-06
13,SGG13,13,5,1,Sample,Mountain Gate,2,two,FeOB-rich,1,April,42472,0.690972222,12,6.25,,695.4,66.2,2.258096711,0.621510398,1.627237194,1.296228714,0.39489235,0.023223956,1.408441907,0.003518712,0.002816802,0.002665825,4.24E-06,0.002372753,0,7.34E-06,0,0,0,0.024321123,0.050979536,0.00075595,0.00132655,0,0.000265826,1.50E-05,0,0.000126142,1.08E-05,0.000177403,0.007717226,8.66E-07,0,0,1.99E-06,1.60E-06,0,0,0,3.05E-08,3.21E-07,3.09E-06,0.000301761,1.20E-07,2.24E-07,4.06E-08,1.89E-07,0,8.71E-08,5.44E-08,5.31E-09,3.92E-08,7.73E-09,2.48E-08,4.60E-09,2.64E-08,4.44E-09,0,0,2.56E-08,2.45E-08,1.01E-08,0,0,0,0,0,2.55E-06
14,SGG14,14,5,1,Sample,Mountain Gate,2,two,FeOB-rich,2,April,42472,0.720138889,11.9,6.32,,696.7,29.6,1.858875193,0.624068054,1.629294384,1.213583259,0.384737975,0,1.392827252,0.003634427,0.00286706,0.003028371,4.37E-06,0.002459075,0,7.68E-06,0,0,0,0.024973835,0.05393307,0.000781071,0.0013284,0,0.000286568,1.53E-05,0,0.000130008,9.75E-06,0.000177677,0.007718187,9.46E-07,0,0,2.05E-06,1.79E-06,6.06E-09,0,0,6.91E-08,2.32E-07,3.09E-06,0.000308787,1.61E-07,3.49E-07,4.66E-08,2.44E-07,4.60E-08,8.13E-08,7.72E-08,7.02E-09,3.80E-08,1.03E-08,2.79E-08,2.64E-09,2.56E-08,4.72E-09,0,0,6.34E-08,5.56E-08,4.97E-08,0,0,0,0,0,2.61E-06
15,SGG15,15,5,1,Sample,Mountain Gate,2,two,FeOB-rich,3,April,42472,0.732638889,11.9,6.3,,697.1,27.5,1.858875193,0.60104915,1.629294384,1.174435412,0.385866239,0.023546511,1.404277999,0.00357824,0.002834319,0.003038203,4.99E-06,0.002409282,0,7.48E-06,0,0,0,0.024305163,0.053254195,0.000761218,0.001300491,0,0.000280876,1.52E-05,0,0.000129165,9.94E-06,0.000178496,0.007761932,9.54E-07,0,0,2.02E-06,1.38E-06,0,0,0,5.04E-08,3.09E-07,3.14E-06,0.000307926,1.49E-07,3.40E-07,3.72E-08,2.00E-07,2.93E-08,7.75E-08,7.68E-08,7.30E-09,3.73E-08,9.79E-09,2.08E-08,7.32E-10,3.20E-08,4.80E-09,0,0,2.48E-08,4.23E-08,3.68E-08,0,0,0,0,0,2.64E-06
16,SGG16,16,6,1,Sample,Dinas,10,ten,FeOB-rich,1,April,42473,0.472222222,13.5,6.62,,520.6,68.7,0.873297071,0.260880908,0.622917095,1.822549769,0.444535959,0.023385233,0.701098023,0.006103176,0.004988793,0.00520208,1.36E-06,0.005730857,0,8.69E-06,0,0,0,0.013108345,0.087079575,2.13E-05,3.90E-05,0,7.05E-06,1.66E-05,0,3.17E-05,1.01E-05,6.91E-05,0.004069658,3.91E-07,0,0,4.70E-07,0,0,0,0,0,6.09E-08,5.74E-07,0.000331577,1.12E-07,2.00E-07,2.48E-08,8.83E-08,4.29E-09,6.49E-08,4.37E-08,3.12E-09,2.25E-08,4.36E-09,1.08E-08,1.95E-09,1.59E-08,4.02E-09,0,0,4.34E-08,4.72E-08,3.17E-08,0,0,0,0,0,2.70E-07
17,SGG17,17,6,1,Sample,Dinas,10,ten,FeOB-rich,2,April,42473,0.482638889,13.1,6.9,,422.7,67.6,0.873297071,0.271111532,0.614688336,1.792101443,0.430432661,0,0.691416936,0.006025547,0.005241055,0.004783119,1.93E-06,0.005873654,0,8.47E-06,0,0,0,0.01283527,0.08731884,2.10E-05,3.87E-05,0,4.56E-06,1.62E-05,0,3.22E-05,1.10E-05,6.92E-05,0.004024468,4.10E-07,0,0,6.99E-07,2.14E-07,0,0,0,0,1.72E-07,5.93E-07,0.000339315,1.18E-07,2.00E-07,2.63E-08,1.15E-07,1.20E-08,7.29E-08,4.00E-08,3.02E-09,2.58E-08,4.55E-09,1.11E-08,0,2.69E-08,4.72E-09,0,0,6.83E-09,0,0,0,0,0,0,0,2.71E-07
18,SGG18,18,6,1,Sample,Dinas,10,ten,FeOB-rich,3,April,42473,0.496527778,13,6.91,,421.5,67.9,0.823394381,0.271111532,0.609339642,1.748603836,0.447638685,0.021933736,0.701930804,0.006174892,0.005084463,0.005477492,1.55E-06,0.005800173,0,8.41E-06,0,0,0,0.013096642,0.087006852,2.08E-05,3.87E-05,0,0,1.69E-05,0,3.15E-05,1.15E-05,7.04E-05,0.004132571,4.77E-07,0,0,5.22E-07,8.31E-07,0,0,0,0,7.82E-08,6.33E-07,0.000340931,1.21E-07,2.14E-07,3.07E-08,1.21E-07,5.95E-10,7.21E-08,5.61E-08,5.35E-09,3.10E-08,5.04E-09,1.69E-08,3.62E-09,2.05E-08,4.44E-09,0,0,0,1.71E-08,0,0,0,0,0,0,2.79E-07
19,SGG19,19,7,1,Sample,Taff Bargoed,11,eleven,FeOB-rich,1,April,42473,0.572916667,11.9,6.94,,498,74.9,1.721642797,0.263438564,0.91256943,0.613316271,0.28516869,0.022256291,1.152882049,0.004007827,0.00321764,0.00336627,4.07E-07,0.002360597,0,8.46E-06,0,0,0,0.008775824,0.101044344,1.60E-05,2.09E-05,0,0,1.52E-05,0,4.05E-05,1.08E-05,4.94E-05,0.006749033,2.99E-07,0,0,3.19E-06,3.04E-06,0,0,0,4.47E-08,1.75E-07,2.64E-07,0.000316161,9.16E-08,1.55E-07,1.66E-08,7.70E-08,0,6.72E-08,2.67E-08,2.98E-09,2.03E-08,2.21E-09,9.04E-09,7.01E-10,1.56E-08,5.07E-10,0,0,3.71E-09,3.74E-09,3.14E-09,0,0,0,0,0,7.91E-07
20,SGG20,20,7,1,Sample,Taff Bargoed,11,eleven,FeOB-rich,2,April,42473,0.586805556,12,7.33,,499.5,54.2,1.754079545,0.276226844,0.893643283,0.622015792,0.286579019,0,1.152882049,0.003970677,0.003311943,0.003423686,6.18E-07,0.002365307,0,8.40E-06,1.95E-05,0,0,0.008842344,0.101214745,1.58E-05,2.07E-05,8.66E-07,0,1.51E-05,0,4.03E-05,1.02E-05,4.88E-05,0.006700941,3.02E-07,0,0,3.17E-06,2.65E-06,0,0,0,6.33E-08,3.17E-07,2.69E-07,0.000314693,7.72E-08,1.25E-07,1.66E-08,4.84E-08,0,7.42E-08,1.31E-08,1.08E-09,1.69E-08,2.60E-09,4.55E-09,1.20E-09,7.67E-09,1.16E-09,0,0,4.39E-08,2.29E-08,1.02E-08,0,0,0,6.94E-08,0,8.14E-07
21,SGG21,21,7,2,Sample,Taff Bargoed,11,eleven,FeOB-rich,3,April,42473,0.597222222,12,7.39,,499.7,78.5,1.808972504,0.271111532,0.907632174,0.617666031,0.28516869,0.022256291,1.169017193,0.003978834,0.003348555,0.0035904,4.50E-07,0.002328946,0,7.97E-06,0,0,0,0.008742303,0.101112835,1.53E-05,1.99E-05,3.55E-05,0,1.44E-05,0,4.14E-05,8.98E-06,4.84E-05,0.006666521,2.86E-07,0,0,2.85E-05,2.79E-05,0,0,0,8.08E-08,1.41E-07,2.74E-07,0.000312001,6.34E-08,8.70E-08,1.03E-08,4.03E-08,0,6.21E-08,2.13E-08,3.25E-10,2.17E-08,1.32E-09,8.48E-09,1.58E-10,1.15E-08,9.71E-10,0,0,5.76E-09,2.26E-08,1.41E-09,0,0,0,0,0,7.95E-07
22,SGG22,22,8,2,Sample,Crumlin Navigation,12,twelve,SOB-rich,1,April,42473,0.652777778,19.3,7.09,,2013,29.2,3.717750387,1.161175806,1.806212713,12.201079,0.613775538,0.022578846,2.339075363,0.038526863,0.031495099,0.031801131,1.73E-06,0.018996452,0,1.58E-05,2.23E-06,1.45E-06,0,0.005777686,0.000445354,3.57E-06,1.35E-05,0,0,4.68E-05,0,2.06E-06,1.33E-05,0.000277735,0.018182,8.17E-07,0,0,0,0,0,0,0,1.33E-07,8.07E-07,1.64E-06,0.000990036,6.81E-08,9.14E-08,1.39E-08,9.30E-08,0,2.27E-07,5.48E-08,5.70E-09,4.06E-08,8.29E-09,3.12E-08,2.28E-09,2.33E-08,5.13E-09,0,0,1.32E-08,3.44E-08,0,0,0,0,0,0,1.36E-07
23,SGG23,23,8,2,Sample,Crumlin Navigation,12,twelve,SOB-rich,2,April,42473,0.670138889,19.3,7.34,,1848,45,3.730226059,1.163733462,1.806212713,12.09233498,0.569491181,0.023546511,2.382796397,0.040044094,0.032604056,0.031275691,1.40E-06,0.020353973,0,1.76E-05,4.60E-06,5.85E-08,0,0.005937612,2.04E-05,4.07E-06,1.51E-05,0,0,5.19E-05,0,9.44E-07,1.48E-05,0.000291242,0.018401392,7.02E-07,0,0,0,0,0,0,0,1.25E-07,3.56E-07,1.71E-06,0.001091102,6.32E-08,6.95E-08,1.37E-08,6.94E-08,1.32E-08,2.29E-07,4.72E-08,4.54E-09,3.39E-08,6.91E-09,2.01E-08,2.21E-09,1.83E-08,4.07E-09,0,0,0,0,0,0,0,0,0,0,1.59E-07
24,SGG24,24,8,2,Sample,Crumlin Navigation,12,twelve,SOB-rich,3,April,42473,0.681944444,19,7.15,,1839,59,3.792604421,1.227674861,1.828841802,12.11408379,0.57936349,0.022095014,2.361976857,0.040163789,0.033116,0.033109895,1.39E-06,0.020707302,0.000134092,1.71E-05,7.91E-06,3.40E-06,0,0.005925472,0.000290782,4.13E-06,1.62E-05,0,0.000193385,3.98E-05,0,7.19E-07,1.65E-05,0.000286454,0.018718344,1.37E-06,1.06E-06,0,0,0,0,0,0,0,4.58E-07,1.65E-06,0.00083308,1.48E-07,3.03E-07,4.63E-08,2.93E-07,4.08E-08,1.88E-07,1.09E-07,1.19E-08,8.13E-08,1.85E-08,5.24E-08,6.70E-09,5.35E-08,7.31E-09,0,0,0,0,0,0,0,0,0,0,2.54E-07
25,SGG25,25,9,2,Sample,Celynen North,12,twelve,SOB-rich,1,April,42473,0.708333333,13.1,6.84,,925.1,11.8,3.131393782,0.340168243,1.283686484,4.401957914,0.487409986,0.022901401,2.333870477,0.012328022,0.010305598,0.009643098,2.17E-06,0.008259371,0,1.36E-05,4.35E-06,0,0,0.017042446,0.071615815,6.67E-06,1.71E-05,0,0.000408841,5.31E-05,0,5.81E-06,1.68E-05,9.67E-05,0.00965939,1.49E-06,0,0,2.21E-07,0,0,0,0,5.27E-08,3.94E-07,7.54E-07,0.001130058,1.78E-07,4.13E-07,7.14E-08,4.44E-07,5.09E-08,2.62E-07,1.08E-07,1.61E-08,8.66E-08,1.92E-08,3.60E-08,4.78E-09,4.70E-08,7.29E-09,0,0,0,0,0,0,0,0,0,0,1.39E-06
26,SGG26,26,9,2,Sample,Celynen North,12,twelve,SOB-rich,2,April,42473,0.724305556,13,6.65,,922.5,8.7,2.732172264,0.322264651,1.269286155,4.019178965,0.487974118,0.022417569,2.335952432,0.012652568,0.010487149,0.010760089,2.07E-06,0.00835599,5.82E-05,1.35E-05,9.20E-06,0,0,0.017334027,0.071780265,7.17E-06,1.65E-05,3.78E-05,1.54E-05,5.48E-05,0,5.77E-06,2.02E-05,9.75E-05,0.009576835,1.49E-06,0,0,0,0,0,0,0,0,3.27E-07,7.36E-07,0.001146401,2.24E-07,5.04E-07,6.91E-08,2.99E-07,5.59E-08,2.64E-07,1.29E-07,1.74E-08,9.63E-08,2.08E-08,4.23E-08,5.73E-09,4.53E-08,6.54E-09,0,7.29E-07,2.33E-09,0,5.21E-09,0,0,0,0,0,1.37E-06
27,SGG27,27,9,2,Sample,Celynen North,12,twelve,SOB-rich,3,April,42473,0.736111111,13,6.67,,922.4,9.2,2.769599281,0.329937619,1.277514915,4.132272746,0.487692052,0,2.351567087,0.012540908,0.010392502,0.010265992,1.72E-06,0.008721128,0.000111669,1.34E-05,6.82E-06,0,0,0.017102257,0.071623303,6.99E-06,1.57E-05,0,1.95E-06,5.47E-05,0,5.96E-06,1.77E-05,9.71E-05,0.009581983,1.54E-06,0,0,1.59E-07,2.51E-08,0,0,0,0,4.90E-07,7.49E-07,0.001151444,2.04E-07,4.45E-07,6.68E-08,3.65E-07,9.02E-08,2.80E-07,1.31E-07,1.96E-08,1.01E-07,2.15E-08,5.39E-08,4.93E-09,4.92E-08,6.07E-09,0,0,1.56E-08,9.78E-09,3.47E-10,0,0,0,0,0,1.39E-06
28,SGG28,28,10,2,Sample,Six Bells,12,twelve,SOB-rich,1,April,42473,0.770833333,18.4,7.06,,2804,73.7,4.528669095,1.882434786,2.773091956,15.05017232,0.725755725,0,10.48263859,0.042176657,0.03532643,0.033704877,4.35E-07,0.022495962,0.000775347,1.72E-05,1.99E-05,0,5.38E-07,0.008897489,0.000783833,7.19E-06,3.16E-05,3.05E-05,0.00231717,9.71E-06,0,6.90E-06,2.25E-05,0.000409967,0.021041791,3.44E-07,0,4.50E-06,6.54E-06,4.59E-06,0,0,0,5.32E-06,3.51E-07,2.56E-06,0.000214995,8.76E-07,1.54E-06,1.58E-07,8.97E-07,4.04E-08,5.75E-08,5.22E-08,7.64E-09,1.96E-08,4.21E-09,1.18E-08,1.16E-11,1.46E-08,1.88E-09,0,0,2.49E-08,1.12E-08,0,0,0,0,5.36E-08,0,3.36E-06
29,SGG29,29,10,2,Sample,Six Bells,12,twelve,SOB-rich,2,April,42473,0.784722222,18.6,7,,2414,68.2,4.665901492,1.902896034,2.828636083,15.11541873,0.719268208,0.022417569,10.30567249,0.041558118,0.034203368,0.032927574,2.16E-06,0.022114704,0,1.94E-05,8.03E-06,0,0,0.009227728,0.220593913,7.33E-06,2.82E-05,3.71E-05,0,1.29E-05,0,4.19E-05,4.43E-05,0.000421001,0.021713424,2.40E-06,0,0,6.36E-06,4.59E-06,0,0,0,1.25E-07,4.63E-07,2.45E-06,0.000269567,2.07E-07,4.22E-07,6.06E-08,2.85E-07,3.77E-08,8.05E-08,9.66E-08,1.86E-08,1.29E-07,2.78E-08,9.64E-08,1.25E-08,6.56E-08,1.04E-08,0,0,0,0,0,0,0,0,0,0,3.39E-06
